,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,STATE,ZIP,COUNTY,CITY,STR_NAME,LATITUDE,LONGITUDE
1532,Voro Llc,Co-op for sale,298999,2,1,2184,"229-17 87th Ave, Queens Village, NY 11427, USA",New York,11427,Queens County,Queens Village,87th Ave,40.7317712,-73.739171
1533,EXIT ALL SEASONS REALTY,Co-op for sale,209900,1,1,780,"3845 Shore Pkwy #5h, Brooklyn, NY 11235, USA",New York,11235,Kings County,Brooklyn,Shore Pkwy,40.586901,-73.932949
1534,COMPASS,Co-op for sale,539000,1,1,2184,"385 E 18th St #6j, Brooklyn, NY 11226, USA",New York,11226,Kings County,Brooklyn,18th St,40.6419847,-73.9614428
1535,Douglas Elliman  -111 Fifth Ave,House for sale,2975000,3,2,2184,"474 Sterling Pl, Brooklyn, NY 11238, USA",New York,11238,Kings County,Brooklyn,Sterling Pl,40.674276,-73.9626129
1536,Akcess24homes Inc,Multi-family home for sale,2099000,6,5,2184,"97-19 63rd Dr, Rego Park, NY 11374, USA",New York,11374,Queens County,Rego Park,63rd Dr,40.7308373,-73.8599677
1537,Houlihan Lawrence Bronxville,Co-op for sale,199900,1,1,925,"55 E 190th St Apt 3, Bronx, NY 10468, USA",New York,10468,Bronx County,Bronx,190th St,40.863113,-73.8983227
1538,COMPASS,Co-op for sale,789000,2,1,2184,"400 E 77th St #4a, New York, NY 10075, USA",New York,10075,New York County,New York,77th St,40.7707244,-73.9533267
1539,Douglas Elliman - 664 Fulton,House for sale,919000,3,2,1565,"941 Newkirk Ave, Brooklyn, NY 11230, USA",New York,11230,Kings County,Brooklyn,Newkirk Ave,40.6335949,-73.9678166
1540,Corcoran East Side,House for sale,815599,3,2,2184,"3708 Avenue K, Brooklyn, NY 11210, USA",New York,11210,Kings County,Brooklyn,Avenue K,40.6254509,-73.9395115
1541,Ashford Homes,Multi-family home for sale,1050000,4,4,3305,"97 Excelsior Ave, Staten Island, NY 10309, USA",New York,10309,Richmond County,Staten Island,Excelsior Ave,40.5209862,-74.2084631
1542,William Raveis Real Estate - Yorktown Heights,Co-op for sale,289999,1,1,830,"2550 Independence Ave #3c, Bronx, NY 10463, USA",New York,10463,Bronx County,Bronx,Independence Ave,40.8799897,-73.919862
1543,BHHS New York Properties,Co-op for sale,4050000,4,3,2184,"1060 5th Ave #3c, New York, NY 10128, USA",New York,10128,New York County,New York,5th Ave,40.7822029,-73.959633
1544,Oxford Property Group,Townhouse for sale,7750000,3,2,3375,"5622 14th Ave, Brooklyn, NY 11219, USA",New York,11219,Kings County,Brooklyn,14th Ave,40.629467,-73.994672
1545,RE MAX Edge,Multi-family home for sale,1998000,6,3,3192,"578 Ovington Ave, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Ovington Ave,40.631406,-74.0193512
1546,Douglas Elliman - 237 Smith St,Condo for sale,1250000,3,2,1281,"425 E 14th St d1, New York, NY 10009, USA",New York,10009,New York County,New York,14th St,40.7308035,-73.9808981
1547,Apple Realty Group Corp,Condo for sale,680000,2,2,1058,"16709 Powells Cove Blvd #26, Flushing, NY 11357, USA",New York,11357,Queens County,Whitestone,Powells Blvd,40.7942255,-73.7950678
1548,Winzone Realty Inc,House for sale,1299000,4,2,2184,"2066 66th St, Brooklyn, NY 11204, USA",New York,11204,Kings County,Brooklyn,66th St,40.6147583,-73.9849887
1549,A J Realty Of Queens Inc,Multi-family home for sale,899000,4,2,2184,"109-06 112th St, Jamaica, NY 11420, USA",New York,11420,Queens County,South Ozone Park,112th St,40.6803198,-73.8281794
1550,Elegran LLC,Condo for sale,845000,3,2,2184,"83-9 Talbot St #5n, Kew Gardens, NY 11415, USA",New York,11415,Queens County,Kew Gardens,Talbot St,40.7095418,-73.8286658
1551,E Realty International Corp,House for sale,2098000,5,4,1200,"147-48 8th Ave, Flushing, NY 11357, USA",New York,11357,Queens County,Whitestone,8th Ave,40.7928436,-73.8190811
1552,Fillmore Real Estate,Co-op for sale,899000,2,2,1300,"9201 Shore Rd #507, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Shore Rd,40.620502,-74.0396973
1553,Keller Williams Rlty Landmark,House for sale,758888,3,1,2184,"203-03 34th Ave, Flushing, NY 11361, USA",New York,11361,Queens County,Bayside,34th Ave,40.7676985,-73.7850344
1554,Redfin Real Estate,Co-op for sale,650000,2,1,2184,"332 W 101st St #2r, New York, NY 10025, USA",New York,10025,New York County,New York,101st St,40.798761,-73.9721556
1555,Flat Rate Realty Of Queens Ltd,Co-op for sale,169000,1,1,850,"16520 Highland Ave Apt 105, Jamaica, NY 11432, USA",New York,11432,Queens County,Jamaica,Highland Ave,40.7106599,-73.7986899
1556,Prospes Real Estate Corp,Multi-family home for sale,1350000,5,3,2184,"58-16 83rd Pl, Flushing, NY 11379, USA",New York,11379,Queens County,Middle Village,83rd Pl,40.728555,-73.8780858
1557,Brown Harris Stvns Forest Hill,Co-op for sale,695000,2,2,2184,"Berkeley Apartments, 35-25 77th St, Flushing, NY 11372, USA",New York,11372,Queens County,Jackson Heights,77th St,40.7507718,-73.8890157
1558,Douglas Elliman - Bayside,Multi-family home for sale,1499000,5,2,2280,"18 Covert St., Brooklyn, NY 11207, USA",New York,11207,Kings County,Brooklyn,Covert St,40.6852121,-73.9131299
1559,COMPASS,Pending,395000,3,2,381,"192 Water St STE C, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Water St,40.7028922,-73.9860614
1560,Flat Rate Realty Of Queens Ltd,Co-op for sale,169000,1,1,850,"16520 Highland Ave Apt 105, Jamaica, NY 11432, USA",New York,11432,Queens County,Jamaica,Highland Ave,40.7106599,-73.7986899
1561,COMPASS,Pending,395000,3,2,381,"192 Water St STE C, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Water St,40.7028922,-73.9860614
1562,Corcoran West Side,Co-op for sale,445000,1,1,2184,"Tudor City, New York, NY 10017, USA",New York,10017,New York County,New York,Tudor City Pl,40.7488491,-73.9716161
1563,Coldwell Banker Advantage,Townhouse for sale,499000,3,2,1400,"181 Morningstar Rd, Staten Island, NY 10303, USA",New York,10303,Richmond County,Staten Island,Morningstar Rd,40.633314,-74.145909
1564,COMPASS,Co-op for sale,449000,3,1,2184,"440 E 56th St #4b, New York, NY 10022, USA",New York,10022,New York County,New York,56th St,40.7568629,-73.9621341
1565,"Hall Homes Realty, Inc.",House for sale,649000,4,2,1120,"2760 Amboy Rd, Staten Island, NY 10306, USA",New York,10306,Richmond County,Staten Island,Amboy Rd,40.5694974,-74.1237437
1566,Hometown Properties,Co-op for sale,335000,1,1,756,"7901 4th Ave e5, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,4th Ave,40.6273371,-74.0262024
1567,Block & Lot Real Estate SVC,Multi-family home for sale,838000,8,4,2184,"155-17 113th Ave, Jamaica, NY 11433, USA",New York,11433,Queens County,Jamaica,113th Ave,40.6880649,-73.7919272
1568,COMPASS,Condo for sale,1495000,2,2,1098,"84 Front St #2b, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,Front St,40.702357,-73.9892037
1569,Century Homes Realty Group LLC,Multi-family home for sale,980000,4,4,3068,"262 Zerega Ave, Bronx, NY 10473, USA",New York,10473,Bronx County,Bronx,Zerega Ave,40.8129128,-73.8461841
1570,RE MAX Edge,House for sale,688000,3,2,1344,"2805 W 28th St, Brooklyn, NY 11224, USA",New York,11224,Kings County,Brooklyn,28th St,40.5773399,-73.9943294
1571,Budget Real Estate Nyc Inc,Multi-family home for sale,679000,6,3,2184,"1319 E 96th St, Brooklyn, NY 11236, USA",New York,11236,Kings County,Brooklyn,96th St,40.6398004,-73.8974592
1572,Keller Williams Legendary,Pending,999888,4,2,1900,"29-31 159th St, Flushing, NY 11358, USA",New York,11358,Queens County,Flushing,159th St,40.7701584,-73.8052147
1573,Geo Real Estate Group Inc,Co-op for sale,375000,1,1,500,"240 E 55th St #8e, New York, NY 10022, USA",New York,10022,New York County,New York,55th St,40.7581216,-73.9670704
1574,Netter Real Estate Inc,House for sale,848724,2,2,2184,"53-15 37th Rd, Flushing, NY 11377, USA",New York,11377,Queens County,Woodside,37th Rd,40.7511112,-73.9089639
1575,Brown Harris Stevens,Townhouse for sale,1595000,3,8,2184,"511 W 144th St, New York, NY 10031, USA",New York,10031,New York County,New York,144th St,40.8250069,-73.9486453
1576,City Advance Realty Inc,Condo for sale,568000,2,2,1253,"164 Beach 101st St #15a, Rockaway Park, NY 11694, USA",New York,11694,Queens County,Rockaway Park,101st St,40.5828044,-73.8210807
1577,Salmon Realty Group,Multi-family home for sale,1153000,4,2,3980,"7739 Amboy Rd, Staten Island, NY 10307, USA",New York,10307,Richmond County,Staten Island,Amboy Rd,40.5078915,-74.2530332
1578,Realty Connect USA LLC,Multi-family home for sale,2399000,10,5,2184,"35-05 214th Pl, Flushing, NY 11361, USA",New York,11361,Queens County,Bayside,214th Pl,40.7693956,-73.7708144
1579,Keller Williams Realty Greater Nassau,Co-op for sale,349000,1,1,800,"510 Ocean Pkwy, Brooklyn, NY 11218, USA",New York,11218,Kings County,Brooklyn,Ocean Pkwy,40.6358249,-73.973308
1580,Realty Trends Corp,Multi-family home for sale,2999990,5,6,3600,"226 12th St, Brooklyn, NY 11215, USA",New York,11215,Kings County,Brooklyn,12th St,40.6681258,-73.9897865
1581,Mont Sky Real Estate Hudson,Townhouse for sale,899000,3,2,1400,"50-07 63rd St, Flushing, NY 11377, USA",New York,11377,Queens County,Woodside,63rd St,40.7368055,-73.9026152
1582,Amorelli Realty LLC,Co-op for sale,169000,1,1,2184,"21-57 33rd St #5d, Astoria, NY 11105, USA",New York,11105,Queens County,Astoria,33rd St,40.7759232,-73.9087334
1583,JM Properties,House for sale,449999,4,3,1217,"46 Elizabeth St, Staten Island, NY 10310, USA",New York,10310,Richmond County,Staten Island,Elizabeth St,40.6329023,-74.120945
1584,"River Realty Services, Inc.",Foreclosure,886545,6,4,2116,"133- 38 Amber St, Howard Beach, NY 11414, USA",New York,11414,Queens County,Howard Beach,38 St,40.6719007,-73.8590006
1585,Keller Williams Realty Staten Island,Townhouse for sale,495000,3,2,1280,"75 N Burgher Ave, Staten Island, NY 10310, USA",New York,10310,Richmond County,Staten Island,Burgher Ave,40.6396483,-74.1151985
1586,"Ed Bruno Realty, LLC",House for sale,749000,4,3,2150,"142 Dixon Ave, Staten Island, NY 10303, USA",New York,10303,Richmond County,Staten Island,Dixon Ave,40.6278109,-74.146957
1587,EXIT REALTY PRIME,House for sale,875000,4,3,2129,"79-26 268th St, Queens, NY 11004, USA",New York,11004,Queens County,Glen Oaks,268th St,40.7474641,-73.704456
1588,RE MAX 1st Choice,Multi-family home for sale,1630000,11,6,2184,"42-32 81st St, Elmhurst, NY 11373, USA",New York,11373,Queens County,Elmhurst,81st St,40.7424172,-73.8842849
1589,COMPASS,Condo for sale,849000,2,1,720,"150 W 51st St #808, New York, NY 10019, USA",New York,10019,New York County,New York,51st St,40.761427,-73.982584
1590,Douglas Elliman - 2112 Frederick Douglass Blvd,Pending,110000,1,1,650,"6535 Broadway #3g, Bronx, NY 10471, USA",New York,10471,Bronx County,Bronx,Broadway,40.906568,-73.8968047
1591,KELLER WILLIAMS REALTY LANDMARK II,Pending,299999,2,1,650,"12421 Flatlands Ave #8b, Brooklyn, NY 11208, USA",New York,11208,Kings County,Brooklyn,Flatlands Ave,40.657696,-73.8764091
1592,Weichert Realtors TMT Group,Co-op for sale,335000,3,2,2184,"18-50 211th St #3d, Bayside, NY 11360, USA",New York,11360,Queens County,Bayside,211th St,40.7805732,-73.7825806
1593,"Compass Greater Ny, Llc",Co-op for sale,549000,3,1,1200,"7002 Ridge Blvd Apt D11, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,Ridge Blvd,40.6358323,-74.0291372
1594,eXp Realty BKNY,Co-op for sale,445000,3,2,1250,"2483 W 16th St #3c, Brooklyn, NY 11214, USA",New York,11214,Kings County,Brooklyn,16th St,40.5871907,-73.9840965
1595,Keller Williams Realty Staten Island,Contingent,459000,2,1,1188,"382 Sprague Ave, Staten Island, NY 10307, USA",New York,10307,Richmond County,Staten Island,Sprague Ave,40.5019991,-74.2372284
1596,"Homes R Us Realty of NY, Inc.",House for sale,399998,4,2,1252,"73 Irving Pl, Staten Island, NY 10304, USA",New York,10304,Richmond County,Staten Island,Irving Pl,40.6171678,-74.0837135
1597,Sotheby's International Realty - Downtown Manhattan,Condo for sale,9500000,4,4,3655,"John Street Park, 1 John St, Brooklyn, NY 11201, USA",New York,11201,Kings County,Brooklyn,John St,40.7046228,-73.9878238
1598,RE MAX Elite,Pending,999000,4,2,1957,"121 86th St, Brooklyn, NY 11209, USA",New York,11209,Kings County,Brooklyn,86th St,40.6248041,-74.0355778
1599,IHome Realty Group LLC,House for sale,650000,4,2,1482,"954 Brooklyn Ave, Brooklyn, NY 11203, USA",New York,11203,Kings County,Brooklyn,Brooklyn Ave,40.6503361,-73.9440072
1600,Century 21 Papp Realty,House for sale,880000,3,4,2100,"20 Gabrielle Ct, Staten Island, NY 10312, USA",New York,10312,Richmond County,Staten Island,Gabrielle Ct,40.551314,-74.1670026
1601,Winzone Realty Inc,House for sale,1350000,5,3,2082,"80-31 188th St, Hollis, NY 11423, USA",New York,11423,Queens County,Hollis,188th St,40.7284032,-73.7803984
1602,Tru International Realty Corp,Condo for sale,599000,2,2,2184,"131-19 Fowler Ave #2c, Flushing, NY 11355, USA",New York,11355,Queens County,Flushing,Fowler Ave,40.7517561,-73.8344347
1603,Keller Williams Rlty Landmark,Co-op for sale,225000,1,1,2184,"3545 204th St # 399, Auburndale, NY 11361, USA",New York,11361,Queens County,Bayside,204th St,40.7664499,-73.78359
1604,Level,Co-op for sale,220000,3,1,2184,"273 Bennett Ave #6e, New York, NY 10040, USA",New York,10040,New York County,New York,Bennett Ave,40.8590729,-73.9322176
1605,RE/MAX Team,Co-op for sale,289000,3,1,2184,"2199 Holland Ave #5n, Bronx, NY 10462, USA",New York,10462,Bronx County,Bronx,Holland Ave,40.8563536,-73.865974
1606,Corcoran SoHo,Pending,350000,1,1,2184,"2088 Madison Ave #1a, New York, NY 10037, USA",New York,10037,New York County,New York,Madison Ave,40.8099146,-73.9379084
1607,Winzone Realty Inc,House for sale,1350000,5,3,2082,"80-31 188th St, Hollis, NY 11423, USA",New York,11423,Queens County,Hollis,188th St,40.7284032,-73.7803984
1608,Century 21 Papp Realty,House for sale,880000,3,4,2100,"20 Gabrielle Ct, Staten Island, NY 10312, USA",New York,10312,Richmond County,Staten Island,Gabrielle Ct,40.551314,-74.1670026
1609,Realty Connect USA LLC,House for sale,719999,3,2,2184,"108-16 36th Ave, Queens, NY 11368, USA",New York,11368,Queens County,Corona,36th Ave,40.754545,-73.859675
1610,COMPASS,Condo for sale,1100000,2,1,807,"170 Broadway #6a, Brooklyn, NY 11211, USA",New York,11211,Kings County,Brooklyn,Broadway,40.709905,-73.962869
1611,Pantiga Group Inc.,Co-op for sale,259000,2,1,950,"800 Grand Concourse, Bronx, NY 10451, USA",New York,10451,Bronx County,Bronx,Grand Concourse,40.8248699,-73.9229829
1612,S Sharf Realty Inc,Multi-family home for sale,1699999,6,3,2754,"370 Marion St, Brooklyn, NY 11233, USA",New York,11233,Kings County,Brooklyn,Marion St,40.681189,-73.9146606
1613,CENTURY 21 Professional Realty,House for sale,669000,4,2,2184,"134-25 241st St, Jamaica, NY 11422, USA",New York,11422,Queens County,Rosedale,241st St,40.6729779,-73.7330064
1614,TREBACH REALTY INC,House for sale,3400000,6,6,6290,"5000 Goodridge Ave, Bronx, NY 10471, USA",New York,10471,Bronx County,Bronx,Goodridge Ave,40.8969575,-73.9032123
1615,Keystone Realty USA Corp,Condo for sale,549000,3,2,2184,"86-2 Dumont Ave #1b, Ozone Park, NY 11417, USA",New York,11417,Queens County,Ozone Park,Dumont Ave,40.6726474,-73.8499883
1616,YourHomeSold Guarantee Realty,Land for sale,250000,3,2,2184,"1818 Unionport Rd, Bronx, NY 10462, USA",New York,10462,Bronx County,Bronx,Unionport Rd,40.8453241,-73.8684042
1617,Sotheby's International Realty - Downtown Manhattan,Co-op for sale,299000,3,1,2184,"579 W 215th St #9d, New York, NY 10034, USA",New York,10034,New York County,New York,215th St,40.8718895,-73.9188667
1618,AAA Young Shuen Realty Inc,House for sale,1288000,5,2,2184,"146-06 13th Ave, Flushing, NY 11357, USA",New York,11357,Queens County,Whitestone,13th Ave,40.7886657,-73.8207928
1619,Serhant,Condo for sale,3345000,2,2,1875,"158 Franklin St FL 3, New York, NY 10013, USA",New York,10013,New York County,New York,Franklin St,40.7194435,-74.0081022
1620,Voro Llc,Multi-family home for sale,1198000,6,5,2184,"132-31 219th St, Jamaica, NY 11413, USA",New York,11413,Queens County,Springfield Gardens,219th St,40.6811645,-73.7493264
1621,KELLER WILLIAMS REALTY LANDMARK II,House for sale,897888,3,2,1260,"69-29 54th Ave, Flushing, NY 11378, USA",New York,11378,Queens County,Maspeth,54th Ave,40.7292895,-73.8945367
1622,Anthony T Crews Real Estate LLC,House for sale,575000,4,2,1604,"190 Crystal St, Brooklyn, NY 11208, USA",New York,11208,Kings County,Brooklyn,Crystal St,40.6740009,-73.8743074
1623,Coldwell Banker American Homes,Co-op for sale,230000,1,1,2184,"4325 Douglaston Pkwy Apt 6d, Douglaston, NY 11363, USA",New York,11363,Queens County,Little Neck,Douglaston Pkwy,40.7670699,-73.74642
1624,Brown Harris Stevens - 445 Park Avenue,Co-op for sale,775000,1,1,2184,"401 West End Ave # 3d, New York, NY 10024, USA",New York,10024,New York County,New York,End Ave,40.7845412,-73.981249
1625,YourHomeSold Guarantee Realty,Land for sale,250000,3,2,2184,"1818 Unionport Rd, Bronx, NY 10462, USA",New York,10462,Bronx County,Bronx,Unionport Rd,40.8453241,-73.8684042
1626,Serhant,Condo for sale,3345000,2,2,1875,"158 Franklin St FL 3, New York, NY 10013, USA",New York,10013,New York County,New York,Franklin St,40.7194435,-74.0081022
1627,TREBACH REALTY INC,House for sale,3400000,6,6,6290,"5000 Goodridge Ave, Bronx, NY 10471, USA",New York,10471,Bronx County,Bronx,Goodridge Ave,40.8969575,-73.9032123
1628,Anthony T Crews Real Estate LLC,House for sale,575000,4,2,1604,"190 Crystal St, Brooklyn, NY 11208, USA",New York,11208,Kings County,Brooklyn,Crystal St,40.6740009,-73.8743074
1629,KELLER WILLIAMS REALTY LANDMARK II,House for sale,897888,3,2,1260,"69-29 54th Ave, Flushing, NY 11378, USA",New York,11378,Queens County,Maspeth,54th Ave,40.7292895,-73.8945367
1630,Voro Llc,Multi-family home for sale,1198000,6,5,2184,"132-31 219th St, Jamaica, NY 11413, USA",New York,11413,Queens County,Springfield Gardens,219th St,40.6811645,-73.7493264
1631,AAA Young Shuen Realty Inc,House for sale,1288000,5,2,2184,"146-06 13th Ave, Flushing, NY 11357, USA",New York,11357,Queens County,Whitestone,13th Ave,40.7886657,-73.8207928
1632,Keller Williams Rty Gold Coast,House for sale,2100000,4,3,3512,"150-123 Powells Cove Blvd, Whitestone, NY 11357, USA",New York,11357,Queens County,Whitestone,Powells Blvd,40.7974719,-73.8143638
1633,Coldwell Banker American Homes,Co-op for sale,230000,1,1,2184,"4325 Douglaston Pkwy Apt 6d, Douglaston, NY 11363, USA",New York,11363,Queens County,Little Neck,Douglaston Pkwy,40.7670699,-73.74642
1634,RE MAX Edge,House for sale,1080000,6,3,3600,"47 Wheeler Ave, Staten Island, NY 10314, USA",New York,10314,Richmond County,Staten Island,Wheeler Ave,40.6110496,-74.1309465
1635,Mark Murphy Properties,Condo for sale,378888,1,1,718,"966 Clove Rd H1, Staten Island, NY 10301, USA",New York,10301,Richmond County,Staten Island,Clove Rd,40.6204781,-74.1109257
1636,"Nest Seekers International, Midtown",Condo for sale,750000,3,2,1027,"2132 2nd Ave #7b, New York, NY 10029, USA",New York,10029,New York County,New York,2nd Ave,40.7929253,-73.9404138
1637,Brown Harris Stevens - 445 Park Avenue,Co-op for sale,775000,1,1,2184,"401 West End Ave # 3d, New York, NY 10024, USA",New York,10024,New York County,New York,End Ave,40.7845412,-73.981249
1638,COMPASS,Co-op for sale,7495000,6,4,2184,"151 E 79th St Fl 11, New York, NY 10075, USA",New York,10075,New York County,New York,79th St,40.775111,-73.958515
